"";"id_siae";"categorie_juridique_code";"code_naf";"siret_signature";"siret_actualise";"adresse_admin_code_insee";"annee";"effectif"
"53";11174;5202;"5920Z";42255197800063;84006022200048;"89418";2025;27
"54";87319;7348;"9102Z";89051209800017;32942741300052;"74224";2025;3
"55";91695;5202;"5629A";40765547100214;88016764800018;"97612";2025;5
"56";89643;6901;"8810B";43305334500024;92435983900066;"50484";2025;49
"57";46250;5610;"7111Z";37763159300052;44267331500028;"86165";2025;37
"58";16404;9222;"7410Z";47895352400012;88353373900024;"38140";2025;30
"59";42388;5515;"3314Z";82298489400086;39999070400021;"85182";2025;34
"60";74912;9221;"5520Z";82140486000016;38099124000017;"13056";2025;13
"61";83065;5458;"9001Z";20007199100018;39858631300056;"83023";2025;7
"62";80812;1200;"3317Z";24020051900058;44315367100021;"97126";2025;42
"63";29261;7366;"4939A";40101593800913;34786813500026;"91477";2025;43
"64";1305;1200;"8610Z";40093087100019;32633271500027;"45315";2025;3
"65";82819;9220;"8532Z";51272773600013;51906218600019;"11433";2025;10
"66";55440;6597;"4520A";42463098600448;24740061700095;"28140";2025;7
"67";51294;7354;"9522Z";45136122400020;32347227400055;"88075";2025;25
"68";900;7345;"4941B";35347299600027;50190376900021;"74303";2025;31
"69";18750;7348;"7820Z";82209174000016;40101593800202;"77152";2025;2
"70";23885;7366;"4761Z";89981912200016;39295892200016;"27428";2025;29
"71";88091;5699;"6110Z";83004061400075;49344110900045;"24428";2025;33
"72";97052;NA;"4399B";24560046500133;20006765000016;"45317";2025;23
"73";94495;7357;"6311Z";35016661700034;91877525500048;"60252";2025;36
"74";91866;5498;"8292Z";41009564000083;39249329200016;"91687";2025;25
"75";70951;7348;"6312Z";77805652300039;38950543900064;"47168";2025;11
"76";25666;5720;"4779Z";42079681500025;43259239200026;"69273";2025;50
"77";11277;7345;"8121Z";90790602800010;93200356900013;"77014";2025;29
"78";65841;5558;"8559B";77693922500020;48518151500019;"69381";2025;20
"79";29105;5515;"1392Z";80185048800025;33235830800028;"91174";2025;50
"80";23101;7357;"7220Z";34515931300039;31656179400066;"49129";2025;17
"81";56478;5560;"4332A";43200712800031;35016661700034;"97101";2025;45
"82";62472;1200;"0119Z";39908515800059;20006616500016;"90010";2025;45
"83";52168;9222;"9529Z";50342258600076;39274654100102;"44180";2025;26
"84";60574;6901;"8230Z";45133854500226;81965135700017;"32070";2025;1
"85";44095;5453;"6202A";20006769200018;37816144200090;"17283";2025;15
"86";61609;1200;"4334Z";38099124000017;34496645200064;"97418";2025;43
"87";18635;1600;"4771Z";92395601500013;85090047300016;"73103";2025;9
"88";83309;7357;"9004Z";92349889300018;34350633300032;"56251";2025;1
"89";5723;7346;"0121Z";81360816300057;52838298900010;"49267";2025;8
"90";15944;9223;"3299Z";37970742500029;20005132400016;"57630";2025;23
"91";94910;5515;"7820Z";49164162700022;42004126100033;"44096";2025;16
"92";37616;1200;"3103Z";31081089000031;20002715900017;"57144";2025;27
"93";5231;7357;"3812Z";41501247500281;77534178700080;"31107";2025;10
"94";10399;1900;"4331Z";40821728900011;83158488300027;"19031";2025;8
"95";78018;5498;"4642Z";40416262000037;42910725300024;"79329";2025;31
"96";43137;9221;"9601B";87940874800017;33229081600062;"93007";2025;32
"97";32064;9900;"4334Z";49164162700022;88392604000014;"60395";2025;6
"98";41041;6901;"8720A";24350066700288;82253631400013;"55427";2025;26
"99";7413;5710;"7721Z";81051848000019;50281777800017;"37109";2025;34
"100";34120;9221;"4751Z";84457355000010;33361188700097;"97617";2025;10
"101";2341;4140;"0162Z";51934468300023;20004446900019;"38544";2025;40
"102";75468;5515;"8899A";81979607900021;92782703000010;"01047";2025;19
"103";51568;1800;"5621Z";50269911900017;77564183000440;"42127";2025;2
"104";83761;5710;"5920Z";90846321900034;89044069600064;"80368";2025;15
"105";49408;1800;"3812Z";34994357100050;88843654000015;"44172";2025;29
"106";78;9260;"0119Z";38292619400038;20006908600011;"07081";2025;23
"107";13789;5498;"1392Z";44267331500028;40101593801051;"81099";2025;11
"108";21534;9221;"5520Z";49381581500045;42463098600224;"97129";2025;10
"109";89324;4120;"1392Z";44062145600027;33325417500032;"24571";2025;6
"110";80931;5498;"7820Z";48191328300026;49814852700035;"33069";2025;10
"111";51592;9223;"4941A";79176895500027;42089924700027;"77108";2025;4
"112";70186;7354;"7911Z";21971134800017;34340538700022;"79024";2025;49
"113";35441;5515;"7112B";51946036400036;38831334800046;"67478";2025;2
"114";56424;9223;"5621Z";41137789800027;75399167800024;"74081";2025;38
"115";91234;9222;"8413Z";82990656900035;32947843200035;"93078";2025;6
"116";93103;5458;"1039A";50796672900083;43126235100049;"62284";2025;17
"117";54549;9900;"7490B";89793929400012;91857367600023;"69381";2025;28
"118";30266;5453;"7490B";26020372400042;82857819500020;"89055";2025;35
"119";48221;5660;"3312Z";44190864700031;45133858600147;"78354";2025;35
"120";8499;1800;"6209Z";41531574600032;53947912100029;"81036";2025;5
"121";17134;5558;"7990Z";80255583900025;82996142400019;"62160";2025;43
"122";23751;7367;"1071C";37823333200022;42184446500029;"38056";2025;45
"123";71169;9223;"5320Z";20008527200017;83523687800012;"16073";2025;17
"124";36135;7361;"0121Z";90846375500037;77567227234230;"67506";2025;50
"125";82690;7367;"1072Z";82107571000011;39274654100102;"67302";2025;17
"126";63734;7354;"8810C";89297011200017;32412885900240;"38440";2025;14
"127";34554;4120;"9003A";43371153800044;49210427800030;"66071";2025;26
"128";94578;5560;"4211Z";40821728900011;50752673900036;"97302";2025;14
"129";67865;9300;"8810C";38758775100042;52110866200052;"22093";2025;48
"130";52434;7357;"7111Z";80255583900025;42498974700037;"92035";2025;49
"131";53697;5458;"8790A";33094250900051;93104768200014;"73065";2025;14
"132";65751;5610;"8610Z";39963316300023;80798837300021;"77108";2025;41
"133";77228;7210;"1624Z";26850259800041;82068418100028;"69010";2025;6
"134";843;5660;"4520B";37810361800039;43196860100275;"41198";2025;22
"135";60415;7366;"8710A";87918345700016;40909426500082;"76212";2025;21
"136";44150;6597;"4399B";40018811600018;44072534900037;"88310";2025;47
"137";59733;5720;"9003A";53742512600027;44338696600024;"63164";2025;35
"138";29170;9223;"4332A";79126619000010;89467866300036;"44015";2025;20
"139";55818;5660;"3299Z";31081089000031;52467428000010;"46042";2025;36
"140";47461;5710;"7711A";34748663100026;50513796800036;"70026";2025;32
"141";83176;9222;"6311Z";89195267300012;41916029600036;"87002";2025;29
"142";55148;5460;"0130Z";21110008600019;87920341200017;"70310";2025;7
"143";59514;9900;"2562B";41916029600036;40236174500027;"66024";2025;4
"144";3683;7355;"8532Z";40219166200335;34509972500037;"17447";2025;18
"145";5796;1800;"0161Z";44351124100012;31965995900013;"97107";2025;39
"146";7364;1900;"4941B";75095855500013;88517969700010;"50158";2025;15
"147";67686;4140;"1624Z";98515265100016;82117634400058;"30321";2025;43
"148";90631;7210;"9492Z";88096979500231;92435983900033;"95063";2025;5
"149";16898;9221;"3317Z";38099124000017;35298532900031;"38318";2025;15
"150";78874;7346;"5629B";45340899900010;35372696100025;"62525";2025;12
"151";50491;9230;"3811Z";34776543000033;92458780100011;"23176";2025;15
"152";87459;9220;"4120B";34959808600024;53185865200054;"29026";2025;18
"153";13255;9220;"7220Z";78071704700028;45133854500176;"12164";2025;43
"154";9789;7366;"1721B";44028775300022;83242312300013;"18033";2025;41
"155";61282;7361;"4334Z";50930801100022;40123378800033;"70026";2025;21
"156";92500;6597;"4774Z";98221233400014;98267709800047;"23079";2025;42
"157";59452;7357;"5510Z";39300820600046;88880734400021;"51454";2025;43
"158";3633;5710;"1085Z";40955048000043;88204367200618;"95572";2025;45
"159";75767;4140;"3821Z";91443801500010;77568497001465;"14371";2025;37
"160";75306;9230;"5510Z";50333665300087;82037431200016;"44096";2025;12
"161";67317;6597;"4719B";43256575200040;50796672900067;"40192";2025;13
"162";90408;5560;"8129B";83051400600014;38008597700052;"93055";2025;49
"163";64726;1800;"4399B";20007097700018;31081089000031;"62215";2025;42
"164";36160;7346;"9003A";50254663300012;38750698300056;"63314";2025;25
"165";12258;1800;"9601B";42234591800011;20008339200015;"37163";2025;16
"166";36813;4120;"4617A";37944987900012;90928872200012;"72205";2025;12
"167";8254;9220;"5510Z";84423644800016;50190502000043;"18214";2025;8
"168";2678;5558;"9004Z";53756233200032;34463509900023;"97361";2025;49
"169";84510;7361;"3101Z";84115565800021;92254706200013;"22360";2025;22
"170";49502;7355;"1610A";42942784200027;40432926000024;"97611";2025;40
"171";46835;9300;"3821Z";31801050100084;32376336700071;"76231";2025;37
"172";29209;5499;"4791A";50333665300087;77554402602332;"29039";2025;33
"173";96553;7354;"9492Z";75012434900010;53330782300013;"97222";2025;9
"174";85373;5660;"8891A";44485057200025;50151953200011;"97213";2025;17
"175";60884;7220;"7721Z";41214151700059;35016661700034;"44087";2025;4
"176";71697;7357;"7430Z";33271260300064;38490306800052;"79210";2025;24
"177";14949;NA;"6010Z";26590094400017;49252504300013;"54431";2025;47
"178";15082;5460;"8129B";48856661300037;40101593800913;"94068";2025;13
"179";61993;5458;"9002Z";92383779300010;42333682500025;"03095";2025;23
"180";41685;4120;"7111Z";33145513900039;39952741500018;"09185";2025;40
"181";74680;7366;"8299Z";42463098600448;80114643200043;"13201";2025;17
"182";36398;5558;"4331Z";85180831100019;50796672900117;"38395";2025;1
"183";63227;5720;"3101Z";38393256300034;84153041300035;"14609";2025;36
"184";48302;9220;"4771Z";34466179800027;84831742600015;"74013";2025;46
"185";37540;1800;"1721B";40338118900030;37997247400025;"97403";2025;2
"186";48849;7357;"4751Z";43986503100025;26540091100011;"93079";2025;5
"187";3404;8210;"8532Z";41776754800031;83508242100016;"97225";2025;3
"188";1019;7348;"3832Z";40101593800400;42215704000029;"17028";2025;8
"189";91334;5499;"4941B";44474729900063;34359261400048;"85152";2025;17
"190";49256;9230;"9103Z";77569336900206;42180451900039;"97306";2025;26
"191";40112;9260;"8532Z";81438664500018;80385478500018;"03102";2025;29
"192";33891;7210;"7729Z";53004577200056;42227901800069;"40291";2025;12
"193";3328;9221;"6110Z";41227985300011;94802227200017;"78311";2025;37
"194";99393;5499;"0811Z";40101593800962;48747501400014;"83050";2025;5
"195";18324;5558;"4120A";35405803400027;51458691600066;"57132";2025;23
"196";19057;7210;"4673A";38340754100077;53030909500046;"57751";2025;15
"197";55478;5499;"8532Z";49397811800013;33775996300032;"19252";2025;29
"198";62388;7357;"8559B";33269290400045;90846311000035;"72054";2025;30
"199";82010;7355;"9103Z";75175905100012;53248708900031;"57144";2025;13
"200";91370;9300;"8810C";43015164700012;39022343600010;"94038";2025;28
"201";27079;9220;"7312Z";33235830800028;92283169800019;"28051";2025;27
"202";83823;7348;"8130Z";34785326900079;89488198600018;"97311";2025;48
"203";70343;7331;"8559A";33876263600037;48193735700038;"78168";2025;3
"204";46950;7331;"3299Z";26550026400089;39999673500037;"68304";2025;18
"205";47693;9223;"5510Z";78475328700167;92435983900041;"72205";2025;17
"206";53222;7346;"5320Z";52172441900044;37813885300023;"15162";2025;27
"207";22348;7348;"4719B";83134457700026;49094842900025;"35001";2025;33
"208";59171;7346;"3317Z";41159996200023;47957815500034;"42218";2025;31
"209";79308;5560;"";34377667000063;39956518300015;"32208";2025;42
"210";81328;9223;"9104Z";90261632500012;79743866000038;"59257";2025;50
"211";7178;7346;"5590Z";49079679400025;77560447300055;"37156";2025;14
"212";81524;7346;"3213Z";41398502900060;40320376300210;"39056";2025;19
"213";53742;1800;"4211Z";44973849100017;42098491600015;"75101";2025;23
"214";5978;6901;"5610B";92261885500014;42919265100025;"77438";2025;35
"215";38819;8210;"1039A";52378445200014;31370110400025;"01229";2025;30
"216";51990;1600;"9312Z";88880734400013;52511943400039;"97107";2025;7
"217";12892;5699;"8532Z";78883625200023;81306279100021;"89208";2025;38
"218";42267;6901;"4941B";84115565800021;52325744200021;"72154";2025;41
"219";29610;7357;"5911A";42385382900210;81897446100035;"45030";2025;7
"220";2441;5460;"8412Z";43480564400011;51892647200292;"37156";2025;48
"221";95997;7357;"1039A";34772661400048;45136122400038;"69273";2025;34
"222";40384;1900;"7220Z";53069516200012;39027539400042;"25388";2025;12
"223";38295;9220;"3030Z";77567227234230;81263016800019;"32106";2025;32
"224";39536;5558;"7022Z";41980298800024;39156910000046;"12202";2025;47
"225";49217;9260;"5520Z";44022284200021;50916493500041;"33207";2025;1
"226";38855;7345;"7911Z";30470797900064;38004164000026;"2B096";2025;20
"227";68271;5499;"8122Z";20003577200017;38052970100035;"37226";2025;48
"228";80514;5453;"7721Z";87752732500014;83422466900020;"94054";2025;5
"229";3162;7357;"8810C";40092140900068;30964786500018;"78440";2025;50
"230";96135;7348;"8412Z";38372970400056;81360816300057;"72154";2025;4
"231";42183;4140;"7430Z";87940808600012;43919129700035;"59350";2025;21
"232";28770;5499;"4311Z";81415020700029;89042258700026;"79124";2025;25
"233";51916;9223;"0162Z";38030348700033;31191624100020;"69204";2025;8
"234";53720;5460;"8790A";39870513700030;20005688500011;"28218";2025;44
"235";51536;5458;"4723Z";50235251100039;91057729500017;"85182";2025;10
"236";57889;9300;"9001Z";90840104500020;42227901800069;"60463";2025;9
"237";41292;5460;"4331Z";26570084900028;26560121100013;"78158";2025;21
"238";90910;9222;"0121Z";88873612100011;39282324100022;"97217";2025;17
"239";47444;7357;"1039A";41398502900045;53928851400026;"77124";2025;49
"240";92945;1900;"5911A";42389311400078;48292926200012;"37109";2025;7
"241";90685;5499;"4520A";43401461900051;26560121100013;"12083";2025;5
"242";41566;9222;"3832Z";83257268900012;92085350400016;"44185";2025;27
"243";97067;5458;"0119Z";82786704500011;34466523700030;"40230";2025;1
"244";39312;5599;"9329Z";44515084000020;88246173400023;"22278";2025;31
"245";37935;5710;"7010Z";20006769200018;39847186200027;"83129";2025;15
"246";36073;1200;"4754Z";50796672900117;20005299100011;"64422";2025;35
"247";93294;5560;"4778C";89515568700018;48230527300047;"97411";2025;22
"248";25610;5499;"4617A";50342258600076;51338833000013;"90033";2025;20
"249";74553;5720;"9412Z";38399766500047;89752748700010;"59249";2025;46
"250";7266;7348;"1086Z";35236771800041;89221348900024;"30202";2025;15
"251";58615;7348;"7721Z";48856661300037;49348549400022;"95500";2025;32
"252";59595;7357;"6010Z";45139340900011;77555867900079;"94076";2025;19
"253";24;7361;"3314Z";40193200900046;47884839300045;"11327";2025;23
"254";87857;9222;"5610C";87855276900019;83336743600015;"77445";2025;19
"255";35671;5202;"0125Z";53030909500046;34907515000103;"58059";2025;11
"256";53305;5515;"0811Z";50842651700019;50026640800045;"10387";2025;27
"257";28049;7346;"4332A";89993642100010;38791118300060;"25284";2025;48
"258";55868;9222;"5610B";26590574500013;34743372400031;"59588";2025;35
"259";74830;5202;"4942Z";82371229400136;31081089000031;"97232";2025;26
"260";69401;6901;"4520B";88096979500322;89191276800027;"84132";2025;45
"261";41738;9230;"0150Z";41448010300137;35308492400052;"85152";2025;39
"262";99106;5720;"9311Z";49368983000021;82330625300035;"15120";2025;22
"263";39326;5558;"4332A";35027315700049;88204367200550;"01014";2025;21
"264";85955;5660;"1071A";50190376900021;85229617700029;"90010";2025;28
"265";45414;1900;"4322A";34345488000018;90840736400037;"49125";2025;9
"266";77527;7210;"3831Z";45133854500077;44330413400135;"14654";2025;12
"267";1582;1900;"4774Z";40160115800124;84125358600033;"39164";2025;28
"268";89364;5560;"4754Z";40219166200384;90040863400013;"07058";2025;48
"269";47571;7346;"8531Z";33368412400725;83941050300016;"34199";2025;17
"270";78812;7361;"3103Z";50474718900026;33368412400899;"63457";2025;8
"271";24789;7361;"8790B";90845056200016;88781184200012;"18197";2025;36
"272";7886;9300;"5510Z";39266721800037;35149886000029;"76101";2025;28
"273";43201;9260;"7112B";77568497001317;43401815600019;"14327";2025;12
"274";28869;7348;"5320Z";41344003300012;39266454600018;"23096";2025;47
"275";68356;9260;"1814Z";37830595700086;90764600400024;"2B123";2025;18
"276";75788;7210;"9002Z";41143717100043;90005343000014;"50002";2025;18
"277";86132;7348;"0128Z";80495904700015;40219166200418;"14118";2025;34
"278";91791;5560;"1085Z";42910725300024;34382557600014;"79170";2025;36
"279";42094;7366;"3101Z";44455687200018;42146749900024;"57616";2025;20
"280";59656;6597;"8230Z";48432793700021;20006679300015;"95572";2025;28
"281";70967;9230;"9529Z";34018303700019;77559584600681;"91377";2025;34
"282";166;1200;"8810C";53374499100035;20000377000068;"62587";2025;48
"283";53136;NA;"8810A";32776460100024;42381036500035;"92007";2025;30
"284";67110;7346;"6010Z";88204367200014;84462291000017;"54328";2025;31
"285";79863;7357;"4332B";89242311200010;32376336700071;"45315";2025;42
"286";22650;7331;"4774Z";38881538300012;38786009100033;"62767";2025;10
"287";48948;4140;"3299Z";43000992800010;82355664200010;"94028";2025;41
"288";96978;5499;"3811Z";38367939600028;53167296200010;"59063";2025;6
"289";88529;5515;"8810B";35086656200019;42870257500039;"62202";2025;46
"290";50342;7210;"1071A";44193007000020;33421501900020;"31232";2025;43
"291";5923;5515;"7729Z";82037039300010;51752269400010;"31483";2025;37
"292";46180;5599;"3103Z";77567227227143;49210411200031;"62877";2025;50
"293";69464;5660;"8610Z";32174856800078;41282753700058;"77014";2025;37
"294";21973;5515;"0811Z";38867464000064;31723624800017;"17224";2025;35
"295";18277;5660;"4333Z";45133854500127;35256076700019;"97502";2025;27
"296";14640;5499;"9412Z";42146749900024;80288909700027;"69286";2025;20
"297";41149;5560;"5610B";42880141900097;39454343300012;"04070";2025;28
"298";66783;4140;"5590Z";26680109100171;77562520500098;"62321";2025;15
"299";63001;1900;"9511Z";35104443300032;37875832000022;"01033";2025;16
"300";69447;5515;"9104Z";37813538800031;24570095000042;"93066";2025;5
"301";65152;5515;"3109B";41129366500021;75305671200015;"2B148";2025;23
"302";21821;5610;"9609Z";41024758900014;38340754100077;"73087";2025;6
"303";12207;8210;"0122Z";42230799100030;42102907500072;"62528";2025;13
"304";62306;7331;"0162Z";37959848500033;92395601500013;"97617";2025;15
"305";83517;7357;"4719B";89184235300023;41511332300026;"97307";2025;12
"306";91217;5599;"8720A";34293461900046;92220901000037;"70550";2025;7
"307";23230;9230;"9411Z";53286921100013;41933205100020;"11198";2025;47
"308";83143;5515;"3299Z";78997880600014;51127790700024;"13063";2025;5
"309";23248;5202;"8710B";90005343000014;38115917700033;"86041";2025;40
"310";17385;4120;"7721Z";83051400600014;34255976200329;"44184";2025;17
"311";84155;7210;"1512Z";40320376300210;33824477500031;"78165";2025;31
"312";72708;9223;"9522Z";41119906000046;45133854500010;"75109";2025;15
"313";7847;7357;"3101Z";37899836300188;41119906000053;"42279";2025;7
"314";44626;5558;"8130Z";50937775000153;78331234100192;"30060";2025;49
"315";88601;9230;"6312Z";42386374500018;39971839400014;"43020";2025;37
"316";18343;9221;"3832Z";40101593800129;91261353600032;"25056";2025;46
"317";1405;9260;"4778C";40041811700034;88802344700020;"54008";2025;50
"318";46016;7354;"9002Z";45100329700012;40314042900180;"59257";2025;11
"319";66561;9300;"8720A";43803006600049;21020387300018;"86041";2025;17
"320";22008;9260;"8230Z";50934079000039;34333312600054;"38315";2025;18
"321";47564;5515;"5590Z";52072416200018;83234059000013;"67458";2025;39
"322";25448;5558;"8129B";39081876300026;49034140100027;"77438";2025;22
"323";16140;1800;"3101Z";37959848500033;39763646500023;"11198";2025;7
"324";2303;1600;"9524Z";33839664100072;40898024100116;"88516";2025;19
"325";49762;9220;"4778C";41199701800055;52051134600014;"78158";2025;50
"326";73075;1800;"4791B";92246988700017;85282003400027;"68315";2025;10
"327";25804;1600;"1396Z";39963316300023;90840736400045;"60157";2025;21
"328";14104;9260;"7312Z";77556888400636;33469107800078;"40281";2025;12
"329";63503;7367;"8413Z";40064434000020;39300820600061;"42271";2025;24
"330";28876;1200;"5610C";40955048000043;89276790600035;"17104";2025;4
"331";35941;9260;"8891A";79492821800021;83323718300011;"67339";2025;8
"332";64297;7220;"0121Z";37997169000027;49869023900021;"29027";2025;4
"333";73643;7220;"5911A";41448010300376;81980784300019;"54547";2025;43
"334";54360;7345;"9602A";40219166200327;90309870500010;"64519";2025;21
"335";10942;4120;"1629Z";26300049900016;34494157000022;"60159";2025;49
"336";84000;6901;"4931Z";39877453900017;39070891500033;"69199";2025;37
"337";96998;9230;"4932Z";41822438200022;42373899600176;"29119";2025;9
"338";23345;5720;"0128Z";87988322100019;83098192400020;"93010";2025;22
"339";2956;5560;"7430Z";38791118300060;45133852900154;"44172";2025;2
"340";84056;9222;"0122Z";42379030200016;52129559200054;"69383";2025;35
"341";43845;9260;"4932Z";31801050100084;47774653100029;"67447";2025;10
"342";26437;7331;"4299Z";39157864800050;52404337900014;"31451";2025;36
"343";45081;7348;"7410Z";87830155500016;49259088000034;"21355";2025;34
"344";60317;7345;"9329Z";24720044700057;92744588200024;"21355";2025;26
"345";50296;7355;"4332B";38178866000078;48828240100014;"40281";2025;3
"346";40781;5460;"4334Z";40070495300035;92845865200015;"18197";2025;40
"347";63582;5720;"5629B";35340282900033;40336643800022;"17028";2025;5
"348";25186;7357;"1413Z";53471717800014;39984511400111;"27306";2025;12
"349";13265;5202;"4778C";20002775300058;91149363300018;"30156";2025;29
"350";80261;1200;"6312Z";49397811800013;78566104200370;"72132";2025;20
"351";88511;NA;"8559A";39243557400034;40898024100116;"69283";2025;28
"352";11412;9230;"0124Z";48877909100013;98231524400011;"08420";2025;1
"353";74729;7355;"1399Z";20004312300013;49344483000126;"59365";2025;39
"354";56235;9230;"7430Z";44034823300022;79952858300021;"62108";2025;34
"355";57210;7357;"8292Z";43138497300019;47957815500034;"73181";2025;38
"356";35115;4140;"7830Z";92297159300012;40413739000047;"67482";2025;48
"357";18709;6597;"5629B";43356359000036;43398052100036;"38440";2025;44
"358";23469;4140;"7022Z";33180271000037;41119906000053;"14258";2025;14
"359";12423;5515;"";39917670000017;35236771800041;"94076";2025;1
"360";60698;6901;"4299Z";34826930900020;38750698300056;"75105";2025;3
"361";23290;5599;"7112B";31518775700028;90190544800014;"94017";2025;48
"362";44663;9230;"4754Z";38408472900027;42397578800039;"11433";2025;18
"363";30976;9221;"9499Z";84537825600018;95276968500019;"89055";2025;9
"364";60829;6597;"7711A";38353672900031;49264963700013;"02738";2025;3
"365";15220;7210;"7410Z";79368398800042;34384923800021;"74263";2025;30
"366";6868;5558;"0125Z";89213692000014;92383779300010;"72089";2025;37
"367";75753;7366;"9003A";44351124100012;39908515800059;"31395";2025;49
"368";5908;9222;"9499Z";43401461900044;44510835000015;"31232";2025;36
"369";83363;9900;"0121Z";42453392500022;34088776900032;"13202";2025;9
"370";38080;5453;"5920Z";85138009700010;31335126400244;"30241";2025;31
"371";1355;9230;"3317Z";20007074600017;88394537000012;"16090";2025;2
"372";53226;NA;"4399D";42463098600349;77693923300016;"64024";2025;50
"373";79060;6597;"8891A";82330625300027;20007106600191;"29113";2025;17
"374";14306;9900;"9524Z";49348549400022;42977615600045;"26362";2025;34
"375";14437;7345;"4779Z";38485031900045;93793699500011;"88116";2025;22
"376";81946;9220;"4211Z";90846367200059;81515984300011;"77307";2025;40
"377";93248;4120;"4778C";53030909500046;87874849000025;"26281";2025;43
"378";35215;9223;"1399Z";89423428500019;75170343000320;"59286";2025;50
"379";45124;9220;"8810C";48143644200018;81306279100021;"95078";2025;49
"380";90829;9230;"8559B";77559584600681;33500331500017;"38185";2025;29
"381";45818;7361;"9104Z";84832274900013;35046768400048;"85191";2025;32
"382";67343;7355;"4774Z";81415020700029;52364823600025;"65440";2025;41
"383";33489;9300;"9002Z";35016661700034;92435983900017;"01014";2025;28
"384";44861;1900;"1721B";20006017600019;32516724500019;"68376";2025;26
"385";15281;5515;"3213Z";38058360900041;80343877900024;"69006";2025;30
"386";7535;9900;"8720A";78000469300021;34283247400056;"77269";2025;13
"387";58255;5202;"0119Z";20007106600019;50937775000013;"75113";2025;27
"388";20782;9223;"4333Z";41261437200081;90840736400037;"82121";2025;46
"389";44430;5453;"7220Z";41071771400035;40064434000020;"37261";2025;36
